id,Ward,x,y,fill_ratio_0,fill_ratio_00,distance_from_0_0_0,fill_per_m_0_0_0_0,fill_ratio_1,fill_ratio_11,distance_from_74_0_0,fill_per_m_1_74_0_0,fill_ratio_2,fill_ratio_22,distance_from_149_0_0,fill_per_m_2_149_0_0,fill_ratio_3,fill_ratio_33,distance_from_156_0_0,fill_per_m_3_156_0_0
88,0,76.785954,30.75735,0.9656320330745594,0.9656320330745594,1.0,96.56320330745594,0.966792347778992,0.966792347778992,0.9005350081414283,107.35755290339118,0.9678648104025876,0.9678648104025876,0.8964782507559897,107.96299961392242,0.9678648104025876,0.9678648104025876,0.9648290300069784,100.31464438788572
59,0,76.77055,30.741327,0.7851759613930136,0.7851759613930136,1.0,78.51759613930136,0.8063501025136985,0.8063501025136985,0.755561650515024,106.72194677483364,0.811594766282987,0.811594766282987,0.6838544523678917,118.67945927277157,0.8262366209157634,0.8262366209157634,0.8303468031937588,99.505004142584
138,0,76.770601,30.750721,0.7751328233611146,0.7751328233611146,1.0,77.51328233611146,0.7804765117192115,0.7804765117192115,0.7847777816938639,99.45191236615177,0.7804765117192115,0.7804765117192115,0.7428629330701723,105.06332689041118,0.7907647136142579,0.7907647136142579,0.8103390547351356,97.58442580220009
139,0,76.805606,30.74516,0.9394989415641891,0.9394989415641891,0.9545060804805886,98.42775868867766,0.9394989415641891,0.9394989415641891,0.8908213429931039,105.46435028235084,0.9399736109754142,0.9399736109754142,0.8874239236818124,105.92159912430347,0.9429306615907582,0.9429306615907582,0.9663295496731952,97.57858092093424
255,0,76.770453,30.710377,0.3308980248526492,0.3308980248526492,0.7032455988205707,47.05298197494671,0.3308980248526492,0.3308980248526492,0.42942936432226175,77.05528600143177,0.35756205534173446,0.35756205534173446,0.27317665423640625,130.8904146077949,0.38137351325827246,0.38137351325827246,0.3975153932876594,95.939306929504
295,0,76.781129,30.727619,0.770967179954561,0.770967179954561,1.0,77.0967179954561,0.7793906207597446,0.7793906207597446,0.6685842989335432,116.57327610040323,0.7913175386171332,0.7913175386171332,0.6588287970475699,120.1097374861708,0.799169416259882,0.799169416259882,0.8357168055140973,95.6268213091954
9,0,76.784379,30.732329,0.5986584841970366,0.5986584841970366,1.0,59.86584841970366,0.6141797792069208,0.6141797792069208,0.6258821179707958,98.13026472112419,0.6396515289721455,0.6396515289721455,0.623485420087879,102.59286077322994,0.6606731332269624,0.6606731332269624,0.7075695708135458,93.37217999176208
249,0,76.781403,30.706507,0.11586905952512971,0.11586905952512971,0.4967193572460046,23.32686613373607,0.17704165470973843,0.17704165470973843,0.13224333937449723,133.87566855702104,0.18749820563411118,0.18749820563411118,0.2061522954807571,90.95130626455375,0.22442974870779092,0.22442974870779092,0.24313584865430649,92.30631762035547
17,0,76.801987,30.752503,0.8661761457749352,0.8661761457749352,0.9591201326270673,90.3094530403032,0.8728305169315526,0.8728305169315526,0.8953236828272209,97.48770569492363,0.8849734893457472,0.8849734893457472,0.898841534915693,98.45712007831875,0.8849734893457472,0.8849734893457472,0.9697444502850674,91.25842267884072
104,0,76.808811,30.708145,0.4401524937396013,0.4401524937396013,0.44747940910194983,98.36262513686317,0.46874655410732885,0.46874655410732885,0.4752578002517279,98.62995491269153,0.49792440992745535,0.49792440992745535,0.5693686930024069,87.45201765516644,0.49792440992745535,0.49792440992745535,0.5491200565283636,90.67678443133613
273,0,76.791314,30.765309,0.8872127425763265,0.8872127425763265,0.9452684370632245,93.85828488389326,0.8872127425763265,0.8872127425763265,0.8987256433445696,98.7189749337297,0.8889771530765608,0.8889771530765608,0.9140014798980515,97.26211309589105,0.8996711239315129,0.8996711239315129,1.0,89.9671123931513
131,0,76.789598,30.725341,0.5200680211778108,0.5200680211778108,1.0,52.00680211778108,0.5517427660982367,0.5517427660982367,0.7024508490267255,78.54539102098019,0.5595066652094843,0.5595066652094843,0.5807488976051843,96.34226901104833,0.6022291810814004,0.6022291810814004,0.6730577143274783,89.47660330780846
3,0,76.813366,30.729052,0.7319939418114051,0.7319939418114051,0.8434704597462035,86.78358955589965,0.7483306352476359,0.7483306352476359,0.7565009361348034,98.91998800042309,0.7586227280210707,0.7586227280210707,0.7610255876846266,99.68426033205185,0.7586227280210707,0.7586227280210707,0.8522207197836489,89.01716543733652
283,0,76.790582,30.732536,0.713244787222995,0.713244787222995,1.0,71.3244787222995,0.7158338934453489,0.7158338934453489,0.7159470177111558,99.98419935232519,0.7431890986433521,0.7431890986433521,0.7133188356921072,104.18750514589495,0.7462404722607644,0.7462404722607644,0.8591945668732774,86.85349058670519
217,0,76.782452,30.758257,0.8021969807540397,0.8021969807540397,0.9855464900521143,81.39615825851307,0.8201627542062708,0.8201627542062708,0.8906398430355921,92.08691488704207,0.8265644688169167,0.8265644688169167,0.8866003178351696,93.22853287884628,0.8265644688169167,0.8265644688169167,1.0,82.65644688169166
231,0,76.775071,30.752306,0.7068573438476171,0.7068573438476171,1.0,70.68573438476172,0.712324997003637,0.712324997003637,0.782335171934452,91.05112777203877,0.7127390616921063,0.7127390616921063,0.7733886992862427,92.15793589302383,0.730819226028151,0.730819226028151,0.8920987676323036,81.92133567988212
285,0,76.807241,30.730795,0.7607850486168974,0.7607850486168974,0.9783040366752402,77.7657067839994,0.7768635358464526,0.7768635358464526,0.8358409851140104,92.94393906042869,0.7862263432753271,0.7862263432753271,0.8394525367485374,93.6594159713458,0.7980662888422368,0.7980662888422368,1.0,79.80662888422368
32,0,76.805758,30.701109,0.18340450985343382,0.18340450985343382,0.3365490967186924,54.49561791774296,0.2589145736987923,0.2589145736987923,0.3554340256441768,72.84462235418911,0.29620126856653417,0.29620126856653417,0.4496128794395969,65.87917786868631,0.3339316628224424,0.3339316628224424,0.43083036336078,77.50885063381801
262,0,76.777493,30.713325,0.3109823217156622,0.3109823217156622,0.5687695797774658,54.676328125237596,0.3344823962498182,0.3344823962498182,0.30489359403694505,109.7046323017491,0.3344823962498182,0.3344823962498182,0.2564977854596522,130.4036195284942,0.3344823962498182,0.3344823962498182,0.43796046235281405,76.37273795285302
21,0,76.804139,30.741704,0.7080725777960455,0.7080725777960455,1.0,70.80725777960456,0.7080725777960455,0.7080725777960455,0.8695602105093451,81.42881530668151,0.7219150121562496,0.7219150121562496,0.8687195550283864,83.10104313614309,0.7219150121562496,0.7219150121562496,0.9543397399725924,75.6454941483399
167,0,76.788734,30.715511,0.32533033076326434,0.32533033076326434,0.7087351887572334,45.902945969668984,0.348203642462087,0.348203642462087,0.41609258748966654,83.6841734102592,0.40396225172965006,0.40396225172965006,0.4093354259767333,98.6873419923863,0.4209917705857565,0.4209917705857565,0.5636718703200067,74.68738334356686
271,0,76.811415,30.726194,0.6375574713552131,0.6375574713552131,0.7809637241361834,81.63727093219462,0.6394232802326654,0.6394232802326654,0.7063847040786589,90.52054447677605,0.6410820284087488,0.6410820284087488,0.7149500145711644,89.66809082356303,0.6410820284087488,0.6410820284087488,0.8624608795915005,74.33172258345138
56,0,76.788215,30.721767,0.45606998421703593,0.45606998421703593,0.9100764003322939,50.11337334431618,0.461134123213246,0.461134123213246,0.5769382668972749,79.92781024791199,0.4876256251719579,0.4876256251719579,0.5569461656838579,87.55345762605559,0.502021459033659,0.502021459033659,0.6771983821106103,74.1321114012439
251,0,76.80233,30.744275,0.6232981268275579,0.6232981268275579,0.9822090113324663,63.45880760979689,0.6455571746818968,0.6455571746818968,0.8653873474160446,74.59748245793777,0.6680676134774084,0.6680676134774084,0.8670265662736183,77.05272704026673,0.6743119640276589,0.6743119640276589,1.0,67.43119640276589
72,0,76.770598,30.733668,0.5142344384136116,0.5142344384136116,1.0,51.42344384136116,0.5142344384136116,0.5142344384136116,0.7062733743515502,72.80954614574632,0.5142344384136116,0.5142344384136116,0.6864639884183859,74.91062125464273,0.5313990727620993,0.5313990727620993,0.7950898781517673,66.83509466846282
199,0,76.798519,30.718065,0.3567533266935893,0.3567533266935893,0.8450888288888067,42.21489084912865,0.40345018423370715,0.40345018423370715,0.5439336218268791,74.1726872625858,0.4257976928576222,0.4257976928576222,0.546103487812997,77.97014711677298,0.4614058496968061,0.4614058496968061,0.6957995832871003,66.31303909626246
109,0,76.786322,30.7382,0.4951769101112702,0.4951769101112702,1.0,49.51769101112702,0.4951769101112702,0.4951769101112702,0.7313078200798618,67.71114659449353,0.5276077186140902,0.5276077186140902,0.7216055969287293,73.11580188120413,0.5312798428639497,0.5312798428639497,0.8086175982047586,65.70223601903587
40,0,76.764835,30.753958,0.5247564316322378,0.5247564316322378,1.0,52.475643163223786,0.5247564316322378,0.5247564316322378,0.7894845343114097,66.46823450315358,0.552595039382948,0.552595039382948,0.7796236009586064,70.87972179183525,0.552595039382948,0.552595039382948,0.8527216347847001,64.80368467752906
19,0,76.80957,30.744244,0.6011150117432088,0.6011150117432088,0.9656761427167689,62.24809593535902,0.6017766753379181,0.6017766753379181,0.8830345949242707,68.14870887244533,0.608265104263346,0.608265104263346,0.8869763606998046,68.57737491261192,0.608265104263346,0.608265104263346,0.9661956877760084,62.954649038379806
85,0,76.804076,30.697282,0.06505159298527952,0.06505159298527952,0.28439924350611756,22.873335450303415,0.0860196163475237,0.0860196163475237,0.3086765216720059,27.867236510759504,0.15976272880148765,0.15976272880148765,0.39092593307344936,40.867774502816246,0.2278684406831869,0.2278684406831869,0.37322937975220966,61.05318955181685
177,0,76.792508,30.72101,0.2713490317738959,0.2713490317738959,0.892940177365688,30.38826549102289,0.2720191758304242,0.2720191758304242,0.5528825404780799,49.200174705319505,0.34055600857240287,0.34055600857240287,0.5553188823455708,61.326207229610716,0.3942212321723479,0.3942212321723479,0.7243731640423785,54.42239604410366
1,0,76.77424,30.748268,0.3745401188473625,0.3745401188473625,1.0,37.454011884736246,0.3745401188473625,0.3745401188473625,0.7648545449550861,48.96880345652601,0.4346587324287967,0.4346587324287967,0.7621441456290232,57.0310399839204,0.4346587324287967,0.4346587324287967,0.8322665714364201,52.22590301549819
276,0,76.811201,30.741305,0.4722149251619493,0.4722149251619493,0.9255968347639484,51.01734442322035,0.5001690921755134,0.5001690921755134,0.862325643776824,58.00234468093364,0.5001690921755134,0.5001690921755134,0.8698810801144491,57.49855970079345,0.5082971894175531,0.5082971894175531,1.0,50.82971894175531
11,0,76.783378,30.716465,0.15599452033620265,0.15599452033620265,0.7479769647023781,20.855524661548003,0.20396007787172438,0.20396007787172438,0.4166956262721541,48.9470167221081,0.20396007787172438,0.20396007787172438,0.43003773022886366,47.42841465635538,0.2527903763522271,0.2527903763522271,0.5080673186714988,49.75529168324126
133,0,76.76597,30.7442,0.18485445552552704,0.18485445552552704,1.0,18.485445552552704,0.2575692330171696,0.2575692330171696,0.7620202846871073,33.80083682718892,0.3180378790383542,0.3180378790383542,0.6881107571196134,46.21899537941245,0.38164642851729835,0.38164642851729835,0.7766151268036517,49.14228622973866
244,0,76.779187,30.743609,0.3584657285442726,0.3584657285442726,1.0,35.84657285442726,0.39965425898098383,0.39965425898098383,0.7541640248382195,52.993015553442255,0.4271652760926074,0.4271652760926074,0.7440596600344193,57.41008403450434,0.4271652760926074,0.4271652760926074,0.878133711743808,48.64467339994699
175,0,76.774891,30.736846,0.388677289689482,0.388677289689482,1.0,38.8677289689482,0.388677289689482,0.388677289689482,0.7254344356270934,53.57855522167133,0.4124069988244425,0.4124069988244425,0.7204887260301688,57.23989618779599,0.4124069988244425,0.4124069988244425,0.8638918238428163,47.73826854732211
29,0,76.79506,30.736182,0.18182496720710062,0.18182496720710062,1.0,18.182496720710063,0.24685444364103615,0.24685444364103615,0.7929294784663802,31.13195439756912,0.3073682528748876,0.3073682528748876,0.7920355607802799,38.80738038732522,0.3745476032669006,0.3745476032669006,0.8830804648371967,42.41375709018222
49,0,76.766896,30.748096,0.29214464853521815,0.29214464853521815,0.9822726145747908,29.74170756676166,0.3391109763321669,0.3391109763321669,0.765376766540156,44.30641105884356,0.3436949885737388,0.3436949885737388,0.748946274292907,45.890473104793415,0.3436949885737388,0.3436949885737388,0.8355806457765147,41.13247360514665
159,0,76.796545,30.723682,0.1959828624191452,0.1959828624191452,1.0,19.59828624191452,0.21560004788604764,0.21560004788604764,0.6586214607149845,32.735047481142985,0.26493432177570303,0.26493432177570303,0.6610811415154988,40.07591582000857,0.30860683149912344,0.30860683149912344,0.8307711658327976,37.14703208190475
93,0,76.771048,30.761639,0.3046137691733707,0.3046137691733707,0.986910614286325,30.86538585803429,0.3158532074021315,0.3158532074021315,0.8955157525755567,35.270536167981284,0.33767582284036757,0.33767582284036757,0.8395075449920916,40.22308374173678,0.33767582284036757,0.33767582284036757,0.9122643525841063,37.015128551702944
44,0,76.801385,30.731702,0.2912291401980419,0.2912291401980419,1.0,29.122914019804192,0.30262674628466774,0.30262674628466774,0.8520651887955026,35.51685367084029,0.3502578118733653,0.3502578118733653,0.8516221043740739,41.128313846526815,0.3519709854437777,0.3519709854437777,0.9540161448886058,36.89360891108137
35,0,76.778559,30.751855,0.3042422429595377,0.3042422429595377,1.0,30.42422429595377,0.3042422429595377,0.3042422429595377,0.8199602628763564,37.10451063717158,0.3055100406139882,0.3055100406139882,0.8201041076678264,37.25259241570967,0.3055100406139882,0.3055100406139882,0.886146847551492,34.476231728199615
224,0,76.772117,30.729533,0.1987156815341724,0.1987156815341724,1.0,19.87156815341724,0.22818017219853168,0.22818017219853168,0.6834363619869627,33.38718641412944,0.23730036788924536,0.23730036788924536,0.6732371732566126,35.24766268347387,0.2689386360717757,0.2689386360717757,0.8430724570065964,31.89982472285552
83,0,76.767487,30.724379,0.17052412368729153,0.17052412368729153,0.9633280591455816,17.701563041622286,0.21837690921215702,0.21837690921215702,0.6213086520016242,35.14789444966335,0.21837690921215702,0.21837690921215702,0.5901956116890936,37.00076803132768,0.21837690921215702,0.21837690921215702,0.6881134743828501,31.73559555827812
27,0,76.807766,30.733979,0.21233911067827616,0.21233911067827616,1.0,21.233911067827616,0.27113731908090477,0.27113731908090477,0.8503041734186967,31.887097294934076,0.27113731908090477,0.27113731908090477,0.8498791275934435,31.90304483046543,0.2752463186436188,0.2752463186436188,0.9481045612730121,29.031219750071436
16,0,76.795277,30.745213,0.05808361216819946,0.05808361216819946,1.0,5.8083612168199465,0.14913441371158107,0.14913441371158107,0.8803298785244622,16.94074202747135,0.21302344884392344,0.21302344884392344,0.8742115234592667,24.367494951449142,0.27354095523204186,0.27354095523204186,0.962376016939708,28.42350083721787
107,0,76.814484,30.719424,0.12203823484477883,0.12203823484477883,0.6401701253941483,19.063406742018888,0.12203823484477883,0.12203823484477883,0.5151059617217864,23.691870006096504,0.15195948262194764,0.15195948262194764,0.606780572462174,25.043564266623026,0.15195948262194764,0.15195948262194764,0.5843660629170638,26.004159424212574
48,0,76.794879,30.751573,0.13949386065204183,0.13949386065204183,0.9956059830860444,14.010950418322887,0.22042089921585906,0.22042089921585906,0.8961186183926726,24.597290435859712,0.2494226516956366,0.2494226516956366,0.8874910965981481,28.104242696259302,0.2494226516956366,0.2494226516956366,0.9699742177546372,25.7143589107984
240,0,76.811364,30.712464,0.07404465173409036,0.07404465173409036,0.5006646308604276,14.789271534288211,0.13381250418936214,0.13381250418936214,0.4472786060714927,29.917036579203977,0.14918209559779616,0.14918209559779616,0.5491048440213161,27.168235214476628,0.14918209559779616,0.14918209559779616,0.5947907310939465,25.081442564415653
211,0,76.778731,30.756758,0.14092422497476265,0.14092422497476265,0.8862341250529818,15.901466778469826,0.15769707708084746,0.15769707708084746,0.8023264940895747,19.654975654243017,0.15769707708084746,0.15769707708084746,0.7991397309304407,19.73335462838774,0.23805707396825165,0.23805707396825165,1.0,23.805707396825166
10,0,76.782044,30.751951,0.15601864044243652,0.15601864044243652,1.0,15.601864044243651,0.17971530446033876,0.17971530446033876,0.851103790746841,21.115556811542234,0.17971530446033876,0.17971530446033876,0.8426372978022519,21.327717741555976,0.21667275034634076,0.21667275034634076,0.9234967304193913,23.462210878423175
60,0,76.812959,30.734825,0.19967378215835974,0.19967378215835974,0.9281492009936105,21.513112541022842,0.21866144864662918,0.21866144864662918,0.8445690147580398,25.890299647006753,0.21866144864662918,0.21866144864662918,0.8491916951156334,25.74936258848531,0.21866144864662918,0.21866144864662918,0.9423626147367861,23.203536009087554
113,0,76.768841,30.702185,0.034388521115218396,0.034388521115218396,0.6175198746152539,5.568812038097427,0.034388521115218396,0.034388521115218396,0.2624487791982174,13.102945732982844,0.034388521115218396,0.034388521115218396,0.1815812829276583,18.938362236882494,0.05646653287107481,0.05646653287107481,0.24760654870933022,22.804943231675946
98,0,76.770566,30.75625,0.09767211400638387,0.09767211400638387,1.0,9.767211400638388,0.09906680761809457,0.09906680761809457,0.7905742553884669,12.530993381439647,0.1797474677282178,0.1797474677282178,0.7669884600216054,23.43548529050287,0.1797474677282178,0.1797474677282178,0.839949244671548,21.39980110328046
282,0,76.775422,30.74005,0.1195942459383017,0.1195942459383017,1.0,11.959424593830171,0.1195942459383017,0.1195942459383017,0.7618300067279659,15.698285034998156,0.1286733306887276,0.1286733306887276,0.7520403287927688,17.10989766935553,0.18253249278526917,0.18253249278526917,0.8819388242635802,20.696729496820144
218,0,76.813526,30.722955,0.07455064367977082,0.07455064367977082,0.7093455926241063,10.509777526633115,0.07455064367977082,0.07455064367977082,0.5793911839782584,12.86706559252174,0.15103509668331655,0.15103509668331655,0.6873753857485745,21.972724047840956,0.15103509668331655,0.15103509668331655,0.7358241367486634,20.52597749112786
228,0,76.797529,30.689395,0.005522117123602399,0.005522117123602399,0.19744299239898655,2.79681596014483,0.005522117123602399,0.005522117123602399,0.29062208294439257,1.9001023830178099,0.005522117123602399,0.005522117123602399,0.3614815308707828,1.5276346512918708,0.06130615775935159,0.06130615775935159,0.39328577143619153,15.588196220645164
75,0,76.780351,30.73344,0.046450412719997725,0.046450412719997725,1.0,4.645041271999773,0.08317139073708094,0.08317139073708094,0.7413490046590427,11.218925258466175,0.08416501763051676,0.08416501763051676,0.604849639983058,13.915031450274856,0.09456501917552358,0.09456501917552358,0.6850910631088521,13.803277296656026
162,0,76.810006,30.737167,0.045227288910538066,0.045227288910538066,0.9209729691228319,4.910816107188703,0.045227288910538066,0.045227288910538066,0.8537697211439153,5.297363889871933,0.0757144836555419,0.0757144836555419,0.8213018032456045,9.218838112413106,0.12380577085432795,0.12380577085432795,1.0,12.380577085432796
261,0,76.799059,30.741536,0.06355835028602363,0.06355835028602363,0.982006476784155,6.472294408297856,0.06355835028602363,0.06355835028602363,0.8638549023508736,7.3575261439227235,0.06355835028602363,0.06355835028602363,0.8655017297213656,7.343526662446443,0.11226862699625492,0.11226862699625492,1.0,11.226862699625492
22,0,76.778147,30.738008,0.020584494295802447,0.020584494295802447,1.0,2.0584494295802447,0.03718487671667772,0.03718487671667772,0.713566776150977,5.211127810245768,0.03718487671667772,0.03718487671667772,0.7074653454322775,5.256070414863489,0.03718487671667772,0.03718487671667772,0.795535266937594,4.674195885723655
145,0,76.805815,30.70505,0.8948273504276488,0.8948273504276488,0.37867966514782236,236.30192819525755,0.0,0.9003250700961044,0.40534068030094306,0.0,0.0,0.0,0.49566599554943314,0.0,0.0,0.0,0.4762318533432235,0.0
221,0,76.781066,30.702775,0.0,0.7722447692966574,0.4532523510971787,0.0,0.0,0.0,0.0848550156739812,0.0,0.0,0.0,0.15956112852664575,0.0,0.0,0.0,0.19693377742946708,0.0
116,0,76.781181,30.69936,0.9093204020787821,0.9093204020787821,0.44935471255377396,202.36138103702746,0.0,0.9175501783730217,0.09917686276700746,0.0,0.0,0.0,0.17488872748943146,0.0,0.0,0.0,0.15781142335698456,0.0
74,0,76.786832,30.700819,0.0,0.5924145688620425,0.42064000292740045,0.0,0.0,0.0,0.0,,0.0,0.0,0.1607325819672131,0.0,0.0,0.0,0.1439640661592506,0.0
206,0,76.779421,30.710251,0.5426960831582485,0.5426960831582485,0.5791049359023567,93.7129092696514,0.5426960831582485,0.5426960831582485,0.21025562293697705,258.1125182658818,0.0,0.5687652037503743,0.21570584171336457,0.0,0.0,0.0,0.3414995229687791,0.0
46,0,76.787096,30.696067,0.0,0.6118528947223795,0.42927435925164914,0.0,0.0,0.0,0.06386756065030101,0.0,0.0,0.0,0.14675930932554704,0.0,0.0,0.0,0.13023142640856494,0.0
232,0,76.769624,30.713988,0.7290071680409873,0.7290071680409873,0.7142473479253391,102.06648581314595,0.7405814829601454,0.7405814829601454,0.3174320755561524,233.3039223155442,0.0,0.7405814829601454,0.2872857078913209,0.0,0.0,0.0,0.4156483595183743,0.0
55,0,76.773296,30.7083,0.3663618432936917,0.3663618432936917,0.603833663031175,60.67264310084961,0.3774103655603101,0.3774103655603101,0.22783002401328661,165.6543588558373,0.0,0.4178764461665014,0.1762807967756609,0.0,0.0,0.0,0.2502565296040452,0.0
