Ward,x,y,fill_ratio_0,fill_ratio_0_0,distance_from_0,fill_p_m_0,fill_ratio_1,fill_ratio_1_1,fill_p_m_1,fill_ratio_2,fill_ratio_2_2,fill_p_m_2,fill_ratio_3,fill_ratio_3_3,fill_p_m_3,fill_ratio_4,fill_ratio_4_4,fill_p_m_4
1,76.68866,30.70407,0.8021969807540397,0.8021969807540397,1.0,0.8021969807540397,0.0,0.8021969807540397,0.0,0.8021969807540397,0.8021969807540397,0.8021969807540397,0.8021969807540397,0.8021969807540397,0.8021969807540397,0.8021969807540397,0.8021969807540397,0.8021969807540397
1,76.716714,30.6946,0.7851759613930136,0.7851759613930136,1.0,0.7851759613930136,0.7851759613930136,0.7851759613930136,0.7851759613930136,0.0,0.7851759613930136,0.0,0.7851759613930136,0.7851759613930136,0.7851759613930136,0.7851759613930136,0.7851759613930136,0.7851759613930136
1,76.726063,30.663494,0.7751328233611146,0.7751328233611146,1.0,0.7751328233611146,0.0,0.7751328233611146,0.0,0.7751328233611146,0.7751328233611146,0.7751328233611146,0.7751328233611146,0.7751328233611146,0.7751328233611146,0.7751328233611146,0.7751328233611146,0.7751328233611146
1,76.683915,30.710755,0.7712703466859457,0.7712703466859457,1.0,0.7712703466859457,0.7712703466859457,0.7712703466859457,0.7712703466859457,0.0,0.7712703466859457,0.0,0.7712703466859457,0.7712703466859457,0.7712703466859457,0.7712703466859457,0.7712703466859457,0.7712703466859457
1,76.732203,30.688969,0.770967179954561,0.770967179954561,1.0,0.770967179954561,0.770967179954561,0.770967179954561,0.770967179954561,0.0,0.770967179954561,0.0,0.770967179954561,0.770967179954561,0.770967179954561,0.770967179954561,0.770967179954561,0.770967179954561
1,76.724498,30.659777,0.7607850486168974,0.7607850486168974,1.0,0.7607850486168974,0.7607850486168974,0.7607850486168974,0.7607850486168974,0.0,0.7607850486168974,0.0,0.7607850486168974,0.7607850486168974,0.7607850486168974,0.7607850486168974,0.7607850486168974,0.7607850486168974
1,76.711141,30.68668,0.7555511385430487,0.7555511385430487,1.0,0.7555511385430487,0.7555511385430487,0.7555511385430487,0.7555511385430487,0.0,0.7555511385430487,0.0,0.7555511385430487,0.7555511385430487,0.7555511385430487,0.7555511385430487,0.7555511385430487,0.7555511385430487
1,76.714146,30.697422,0.7319939418114051,0.7319939418114051,1.0,0.7319939418114051,0.7319939418114051,0.7319939418114051,0.7319939418114051,0.0,0.7319939418114051,0.0,0.7319939418114051,0.7319939418114051,0.7319939418114051,0.7319939418114051,0.7319939418114051,0.7319939418114051
1,76.683038,30.698,0.7296061783380641,0.7296061783380641,1.0,0.7296061783380641,0.7296061783380641,0.7296061783380641,0.7296061783380641,0.0,0.7296061783380641,0.0,0.7296061783380641,0.7296061783380641,0.7296061783380641,0.7296061783380641,0.7296061783380641,0.7296061783380641
1,76.720789,30.68214,0.7290071680409873,0.7290071680409873,1.0,0.7290071680409873,0.7290071680409873,0.7290071680409873,0.7290071680409873,0.0,0.7290071680409873,0.0,0.7290071680409873,0.7290071680409873,0.7290071680409873,0.7290071680409873,0.7290071680409873,0.7290071680409873
1,76.720277,30.692391,0.7080725777960455,0.7080725777960455,1.0,0.7080725777960455,0.7080725777960455,0.7080725777960455,0.7080725777960455,0.0,0.7080725777960455,0.0,0.7080725777960455,0.7080725777960455,0.7080725777960455,0.7080725777960455,0.7080725777960455,0.7080725777960455
1,76.698191,30.688447,0.7068573438476171,0.7068573438476171,1.0,0.7068573438476171,0.7068573438476171,0.7068573438476171,0.7068573438476171,0.0,0.7068573438476171,0.0,0.7068573438476171,0.7068573438476171,0.7068573438476171,0.7068573438476171,0.7068573438476171,0.7068573438476171
1,76.719086,30.677919,0.6842330265121569,0.6842330265121569,1.0,0.6842330265121569,0.6842330265121569,0.6842330265121569,0.6842330265121569,0.0,0.6842330265121569,0.0,0.6842330265121569,0.6842330265121569,0.6842330265121569,0.6842330265121569,0.6842330265121569,0.6842330265121569
1,76.705985,30.680949,0.6375574713552131,0.6375574713552131,1.0,0.6375574713552131,0.6375574713552131,0.6375574713552131,0.6375574713552131,0.0,0.6375574713552131,0.0,0.6375574713552131,0.6375574713552131,0.6375574713552131,0.6375574713552131,0.6375574713552131,0.6375574713552131
1,76.680626,30.706793,0.6364104112637804,0.6364104112637804,1.0,0.6364104112637804,0.6364104112637804,0.6364104112637804,0.6364104112637804,0.0,0.6364104112637804,0.0,0.6364104112637804,0.6364104112637804,0.6364104112637804,0.6364104112637804,0.6364104112637804,0.6364104112637804
1,76.736482,30.670963,0.5924145688620425,0.5924145688620425,0.9370045313177736,0.6322430138399537,0.5924145688620425,0.5924145688620425,0.6322430138399537,0.0,0.5924145688620425,0.0,0.5924145688620425,0.5924145688620425,0.6322430138399537,0.5924145688620425,0.5924145688620425,0.6322430138399537
1,76.70228,30.670065,0.6232981268275579,0.6232981268275579,1.0,0.6232981268275579,0.6232981268275579,0.6232981268275579,0.6232981268275579,0.6232981268275579,0.6232981268275579,0.6232981268275579,0.0,0.6232981268275579,0.0,0.6232981268275579,0.6232981268275579,0.6232981268275579
1,76.700787,30.725808,0.6118528947223795,0.6118528947223795,1.0,0.6118528947223795,0.6118528947223795,0.6118528947223795,0.6118528947223795,0.6118528947223795,0.6118528947223795,0.6118528947223795,0.0,0.6118528947223795,0.0,0.6118528947223795,0.6118528947223795,0.6118528947223795
1,76.709301,30.675397,0.6075448519014384,0.6075448519014384,1.0,0.6075448519014384,0.6075448519014384,0.6075448519014384,0.6075448519014384,0.6075448519014384,0.6075448519014384,0.6075448519014384,0.0,0.6075448519014384,0.0,0.6075448519014384,0.6075448519014384,0.6075448519014384
1,76.691224,30.694111,0.6011150117432088,0.6011150117432088,1.0,0.6011150117432088,0.6011150117432088,0.6011150117432088,0.6011150117432088,0.6011150117432088,0.6011150117432088,0.6011150117432088,0.0,0.6011150117432088,0.0,0.6011150117432088,0.6011150117432088,0.6011150117432088
1,76.722244,30.707777,0.5986584841970366,0.5986584841970366,1.0,0.5986584841970366,0.5986584841970366,0.5986584841970366,0.5986584841970366,0.5986584841970366,0.5986584841970366,0.5986584841970366,0.0,0.5986584841970366,0.0,0.5986584841970366,0.5986584841970366,0.5986584841970366
1,76.712171,30.668876,0.5978999788110851,0.5978999788110851,1.0,0.5978999788110851,0.5978999788110851,0.5978999788110851,0.5978999788110851,0.5978999788110851,0.5978999788110851,0.5978999788110851,0.0,0.5978999788110851,0.0,0.5978999788110851,0.5978999788110851,0.5978999788110851
1,76.721516,30.695976,0.5612771975694962,0.5612771975694962,1.0,0.5612771975694962,0.5612771975694962,0.5612771975694962,0.5612771975694962,0.5612771975694962,0.5612771975694962,0.5612771975694962,0.0,0.5612771975694962,0.0,0.5612771975694962,0.5612771975694962,0.5612771975694962
1,76.710479,30.655046,0.5467102793432796,0.5467102793432796,1.0,0.5467102793432796,0.5467102793432796,0.5467102793432796,0.5467102793432796,0.5467102793432796,0.5467102793432796,0.5467102793432796,0.0,0.5467102793432796,0.0,0.5467102793432796,0.5467102793432796,0.5467102793432796
1,76.686186,30.684043,0.5426960831582485,0.5426960831582485,1.0,0.5426960831582485,0.5426960831582485,0.5426960831582485,0.5426960831582485,0.5426960831582485,0.5426960831582485,0.5426960831582485,0.0,0.5426960831582485,0.0,0.5426960831582485,0.5426960831582485,0.5426960831582485
1,76.70779,30.689305,0.5247564316322378,0.5247564316322378,1.0,0.5247564316322378,0.5247564316322378,0.5247564316322378,0.5247564316322378,0.5247564316322378,0.5247564316322378,0.5247564316322378,0.0,0.5247564316322378,0.0,0.5247564316322378,0.5247564316322378,0.5247564316322378
1,76.690413,30.677268,0.5227328293819941,0.5227328293819941,1.0,0.5227328293819941,0.5227328293819941,0.5227328293819941,0.5227328293819941,0.5227328293819941,0.5227328293819941,0.5227328293819941,0.0,0.5227328293819941,0.0,0.5227328293819941,0.5227328293819941,0.5227328293819941
1,76.70499,30.708699,0.5200680211778108,0.5200680211778108,1.0,0.5200680211778108,0.5200680211778108,0.5200680211778108,0.5200680211778108,0.5200680211778108,0.5200680211778108,0.5200680211778108,0.0,0.5200680211778108,0.0,0.5200680211778108,0.5200680211778108,0.5200680211778108
1,76.664354,30.708365,0.5142344384136116,0.5142344384136116,1.0,0.5142344384136116,0.5142344384136116,0.5142344384136116,0.5142344384136116,0.5142344384136116,0.5142344384136116,0.5142344384136116,0.0,0.5142344384136116,0.0,0.5142344384136116,0.5142344384136116,0.5142344384136116
1,76.726352,30.694305,0.5085706911647028,0.5085706911647028,1.0,0.5085706911647028,0.5085706911647028,0.5085706911647028,0.5085706911647028,0.5085706911647028,0.5085706911647028,0.5085706911647028,0.0,0.5085706911647028,0.0,0.5085706911647028,0.5085706911647028,0.5085706911647028
1,76.704665,30.674897,0.4951769101112702,0.4951769101112702,1.0,0.4951769101112702,0.4951769101112702,0.4951769101112702,0.4951769101112702,0.4951769101112702,0.4951769101112702,0.4951769101112702,0.0,0.4951769101112702,0.0,0.4951769101112702,0.4951769101112702,0.4951769101112702
1,76.724219,30.700283,0.49379559636439074,0.49379559636439074,1.0,0.49379559636439074,0.49379559636439074,0.49379559636439074,0.49379559636439074,0.49379559636439074,0.49379559636439074,0.49379559636439074,0.0,0.49379559636439074,0.0,0.49379559636439074,0.49379559636439074,0.49379559636439074
1,76.737485,30.676334,0.43194501864211576,0.43194501864211576,0.9127826143754258,0.47321784161903147,0.43194501864211576,0.43194501864211576,0.47321784161903147,0.43194501864211576,0.43194501864211576,0.47321784161903147,0.0,0.43194501864211576,0.0,0.43194501864211576,0.43194501864211576,0.47321784161903147
1,76.702706,30.711971,0.4722149251619493,0.4722149251619493,1.0,0.4722149251619493,0.4722149251619493,0.4722149251619493,0.4722149251619493,0.4722149251619493,0.4722149251619493,0.4722149251619493,0.0,0.4722149251619493,0.0,0.4722149251619493,0.4722149251619493,0.4722149251619493
1,76.6847,30.693087,0.45606998421703593,0.45606998421703593,1.0,0.45606998421703593,0.45606998421703593,0.45606998421703593,0.45606998421703593,0.45606998421703593,0.45606998421703593,0.45606998421703593,0.45606998421703593,0.45606998421703593,0.45606998421703593,0.0,0.45606998421703593,0.0
1,76.71782,30.664171,0.4401524937396013,0.4401524937396013,1.0,0.4401524937396013,0.4401524937396013,0.4401524937396013,0.4401524937396013,0.4401524937396013,0.4401524937396013,0.4401524937396013,0.4401524937396013,0.4401524937396013,0.4401524937396013,0.0,0.4401524937396013,0.0
1,76.715344,30.712724,0.42754101835854963,0.42754101835854963,1.0,0.42754101835854963,0.42754101835854963,0.42754101835854963,0.42754101835854963,0.42754101835854963,0.42754101835854963,0.42754101835854963,0.42754101835854963,0.42754101835854963,0.42754101835854963,0.0,0.42754101835854963,0.0
1,76.725084,30.684377,0.41038292303562973,0.41038292303562973,1.0,0.41038292303562973,0.41038292303562973,0.41038292303562973,0.41038292303562973,0.41038292303562973,0.41038292303562973,0.41038292303562973,0.41038292303562973,0.41038292303562973,0.41038292303562973,0.0,0.41038292303562973,0.0
1,76.67732,30.699459,0.388677289689482,0.388677289689482,1.0,0.388677289689482,0.388677289689482,0.388677289689482,0.388677289689482,0.388677289689482,0.388677289689482,0.388677289689482,0.388677289689482,0.388677289689482,0.388677289689482,0.0,0.388677289689482,0.0
1,76.704947,30.690631,0.3745401188473625,0.3745401188473625,1.0,0.3745401188473625,0.3745401188473625,0.3745401188473625,0.3745401188473625,0.3745401188473625,0.3745401188473625,0.3745401188473625,0.3745401188473625,0.3745401188473625,0.3745401188473625,0.0,0.3745401188473625,0.0
1,76.673781,30.709807,0.3663618432936917,0.3663618432936917,1.0,0.3663618432936917,0.3663618432936917,0.3663618432936917,0.3663618432936917,0.3663618432936917,0.3663618432936917,0.3663618432936917,0.3663618432936917,0.3663618432936917,0.3663618432936917,0.0,0.3663618432936917,0.0
1,76.708931,30.698582,0.3584657285442726,0.3584657285442726,1.0,0.3584657285442726,0.3584657285442726,0.3584657285442726,0.3584657285442726,0.3584657285442726,0.3584657285442726,0.3584657285442726,0.3584657285442726,0.3584657285442726,0.3584657285442726,0.0,0.3584657285442726,0.0
1,76.698487,30.722642,0.3567533266935893,0.3567533266935893,1.0,0.3567533266935893,0.3567533266935893,0.3567533266935893,0.3567533266935893,0.3567533266935893,0.3567533266935893,0.3567533266935893,0.3567533266935893,0.3567533266935893,0.3567533266935893,0.0,0.3567533266935893,0.0
1,76.703089,30.729861,0.3308980248526492,0.3308980248526492,1.0,0.3308980248526492,0.3308980248526492,0.3308980248526492,0.3308980248526492,0.3308980248526492,0.3308980248526492,0.3308980248526492,0.3308980248526492,0.3308980248526492,0.3308980248526492,0.0,0.3308980248526492,0.0
1,76.714549,30.716228,0.32533033076326434,0.32533033076326434,1.0,0.32533033076326434,0.32533033076326434,0.32533033076326434,0.32533033076326434,0.32533033076326434,0.32533033076326434,0.32533033076326434,0.32533033076326434,0.32533033076326434,0.32533033076326434,0.0,0.32533033076326434,0.0
1,76.685268,30.686947,0.32518332202674705,0.32518332202674705,1.0,0.32518332202674705,0.32518332202674705,0.32518332202674705,0.32518332202674705,0.32518332202674705,0.32518332202674705,0.32518332202674705,0.32518332202674705,0.32518332202674705,0.32518332202674705,0.0,0.32518332202674705,0.0
1,76.717864,30.65906,0.3143559810763267,0.3143559810763267,1.0,0.3143559810763267,0.3143559810763267,0.3143559810763267,0.3143559810763267,0.3143559810763267,0.3143559810763267,0.3143559810763267,0.3143559810763267,0.3143559810763267,0.3143559810763267,0.0,0.3143559810763267,0.0
1,76.711957,30.701618,0.31171107608941095,0.31171107608941095,1.0,0.31171107608941095,0.31171107608941095,0.31171107608941095,0.31171107608941095,0.31171107608941095,0.31171107608941095,0.31171107608941095,0.31171107608941095,0.31171107608941095,0.31171107608941095,0.0,0.31171107608941095,0.0
1,76.702839,30.705454,0.3109823217156622,0.3109823217156622,1.0,0.3109823217156622,0.3109823217156622,0.3109823217156622,0.3109823217156622,0.3109823217156622,0.3109823217156622,0.3109823217156622,0.3109823217156622,0.3109823217156622,0.3109823217156622,0.0,0.3109823217156622,0.0
1,76.736689,30.682809,0.289751452913768,0.289751452913768,0.936280631643216,0.30947073251450347,0.289751452913768,0.289751452913768,0.30947073251450347,0.289751452913768,0.289751452913768,0.30947073251450347,0.289751452913768,0.289751452913768,0.30947073251450347,0.0,0.289751452913768,0.0
1,76.722183,30.687605,0.3046137691733707,0.3046137691733707,1.0,0.3046137691733707,0.3046137691733707,0.3046137691733707,0.3046137691733707,0.3046137691733707,0.3046137691733707,0.3046137691733707,0.3046137691733707,0.3046137691733707,0.3046137691733707,0.0,0.3046137691733707,0.0
1,76.689434,30.707174,0.3042422429595377,0.3042422429595377,1.0,0.3042422429595377,0.3042422429595377,0.3042422429595377,0.3042422429595377,0.3042422429595377,0.3042422429595377,0.3042422429595377,0.3042422429595377,0.3042422429595377,0.3042422429595377,0.0,0.3042422429595377,0.0
1,76.704309,30.698164,0.29214464853521815,0.29214464853521815,1.0,0.29214464853521815,0.29214464853521815,0.29214464853521815,0.29214464853521815,0.29214464853521815,0.29214464853521815,0.29214464853521815,0.29214464853521815,0.29214464853521815,0.29214464853521815,0.0,0.29214464853521815,0.0
1,76.697373,30.717857,0.2912291401980419,0.2912291401980419,1.0,0.2912291401980419,0.2912291401980419,0.2912291401980419,0.2912291401980419,0.2912291401980419,0.2912291401980419,0.2912291401980419,0.2912291401980419,0.2912291401980419,0.2912291401980419,0.0,0.2912291401980419,0.0
1,76.695912,30.71134,0.28093450968738076,0.28093450968738076,1.0,0.28093450968738076,0.28093450968738076,0.28093450968738076,0.28093450968738076,0.28093450968738076,0.28093450968738076,0.28093450968738076,0.28093450968738076,0.28093450968738076,0.28093450968738076,0.0,0.28093450968738076,0.0
1,76.728325,30.672599,0.2713490317738959,0.2713490317738959,1.0,0.2713490317738959,0.2713490317738959,0.2713490317738959,0.2713490317738959,0.2713490317738959,0.2713490317738959,0.2713490317738959,0.2713490317738959,0.2713490317738959,0.2713490317738959,0.0,0.2713490317738959,0.0
1,76.717988,30.674171,0.2587799816000169,0.2587799816000169,1.0,0.2587799816000169,0.2587799816000169,0.2587799816000169,0.2587799816000169,0.2587799816000169,0.2587799816000169,0.2587799816000169,0.2587799816000169,0.2587799816000169,0.2587799816000169,0.0,0.2587799816000169,0.0
1,76.716966,30.691124,0.24929222914887494,0.24929222914887494,1.0,0.24929222914887494,0.24929222914887494,0.24929222914887494,0.24929222914887494,0.24929222914887494,0.24929222914887494,0.24929222914887494,0.24929222914887494,0.24929222914887494,0.24929222914887494,0.0,0.24929222914887494,0.0
1,76.720965,30.675272,0.22879816549162246,0.22879816549162246,1.0,0.22879816549162246,0.22879816549162246,0.22879816549162246,0.22879816549162246,0.22879816549162246,0.22879816549162246,0.22879816549162246,0.22879816549162246,0.22879816549162246,0.22879816549162246,0.0,0.22879816549162246,0.0
1,76.71159,30.660789,0.21233911067827616,0.21233911067827616,1.0,0.21233911067827616,0.21233911067827616,0.21233911067827616,0.21233911067827616,0.21233911067827616,0.21233911067827616,0.21233911067827616,0.0,0.21233911067827616,0.0,0.21233911067827616,0.21233911067827616,0.21233911067827616
1,76.699339,30.676933,0.19967378215835974,0.19967378215835974,1.0,0.19967378215835974,0.19967378215835974,0.19967378215835974,0.19967378215835974,0.19967378215835974,0.19967378215835974,0.19967378215835974,0.19967378215835974,0.19967378215835974,0.19967378215835974,0.0,0.19967378215835974,0.0
1,76.707739,30.67142,0.1987156815341724,0.1987156815341724,1.0,0.1987156815341724,0.1987156815341724,0.1987156815341724,0.1987156815341724,0.1987156815341724,0.1987156815341724,0.1987156815341724,0.1987156815341724,0.1987156815341724,0.1987156815341724,0.0,0.1987156815341724,0.0
1,76.708249,30.663889,0.1959828624191452,0.1959828624191452,1.0,0.1959828624191452,0.1959828624191452,0.1959828624191452,0.1959828624191452,0.1959828624191452,0.1959828624191452,0.1959828624191452,0.1959828624191452,0.1959828624191452,0.1959828624191452,0.0,0.1959828624191452,0.0
1,76.681708,30.687691,0.18485445552552704,0.18485445552552704,1.0,0.18485445552552704,0.18485445552552704,0.18485445552552704,0.18485445552552704,0.18485445552552704,0.18485445552552704,0.18485445552552704,0.18485445552552704,0.18485445552552704,0.18485445552552704,0.0,0.18485445552552704,0.0
1,76.702343,30.687719,0.18340450985343382,0.18340450985343382,1.0,0.18340450985343382,0.18340450985343382,0.18340450985343382,0.18340450985343382,0.18340450985343382,0.18340450985343382,0.18340450985343382,0.18340450985343382,0.18340450985343382,0.18340450985343382,0.0,0.18340450985343382,0.0
1,76.707906,30.702046,0.18182496720710062,0.18182496720710062,1.0,0.18182496720710062,0.18182496720710062,0.18182496720710062,0.18182496720710062,0.18182496720710062,0.18182496720710062,0.18182496720710062,0.18182496720710062,0.18182496720710062,0.18182496720710062,0.0,0.18182496720710062,0.0
1,76.679274,30.692858,0.17052412368729153,0.17052412368729153,1.0,0.17052412368729153,0.17052412368729153,0.17052412368729153,0.17052412368729153,0.17052412368729153,0.17052412368729153,0.17052412368729153,0.17052412368729153,0.17052412368729153,0.17052412368729153,0.0,0.17052412368729153,0.0
1,76.69422,30.726219,0.15601864044243652,0.15601864044243652,1.0,0.15601864044243652,0.15601864044243652,0.15601864044243652,0.15601864044243652,0.15601864044243652,0.15601864044243652,0.15601864044243652,0.15601864044243652,0.15601864044243652,0.15601864044243652,0.0,0.15601864044243652,0.0
1,76.700611,30.666119,0.15599452033620265,0.15599452033620265,1.0,0.15599452033620265,0.15599452033620265,0.15599452033620265,0.15599452033620265,0.15599452033620265,0.15599452033620265,0.15599452033620265,0.15599452033620265,0.15599452033620265,0.15599452033620265,0.0,0.15599452033620265,0.0
1,76.69194,30.709532,0.14092422497476265,0.14092422497476265,1.0,0.14092422497476265,0.14092422497476265,0.14092422497476265,0.14092422497476265,0.14092422497476265,0.14092422497476265,0.14092422497476265,0.14092422497476265,0.14092422497476265,0.14092422497476265,0.14092422497476265,0.14092422497476265,0.14092422497476265
1,76.696064,30.715001,0.13949386065204183,0.13949386065204183,1.0,0.13949386065204183,0.13949386065204183,0.13949386065204183,0.13949386065204183,0.13949386065204183,0.13949386065204183,0.13949386065204183,0.13949386065204183,0.13949386065204183,0.13949386065204183,0.13949386065204183,0.13949386065204183,0.13949386065204183
1,76.733171,30.68394,0.12203823484477883,0.12203823484477883,1.0,0.12203823484477883,0.12203823484477883,0.12203823484477883,0.12203823484477883,0.12203823484477883,0.12203823484477883,0.12203823484477883,0.12203823484477883,0.12203823484477883,0.12203823484477883,0.12203823484477883,0.12203823484477883,0.12203823484477883
1,76.728938,30.692466,0.1195942459383017,0.1195942459383017,1.0,0.1195942459383017,0.1195942459383017,0.1195942459383017,0.1195942459383017,0.1195942459383017,0.1195942459383017,0.1195942459383017,0.1195942459383017,0.1195942459383017,0.1195942459383017,0.1195942459383017,0.1195942459383017,0.1195942459383017
1,76.69354,30.691212,0.11586905952512971,0.11586905952512971,1.0,0.11586905952512971,0.11586905952512971,0.11586905952512971,0.11586905952512971,0.11586905952512971,0.11586905952512971,0.11586905952512971,0.11586905952512971,0.11586905952512971,0.11586905952512971,0.11586905952512971,0.11586905952512971,0.11586905952512971
1,76.733428,30.670581,0.10789142699330445,0.10789142699330445,0.960961072479645,0.11227450318554896,0.10789142699330445,0.10789142699330445,0.11227450318554896,0.10789142699330445,0.10789142699330445,0.11227450318554896,0.10789142699330445,0.10789142699330445,0.11227450318554896,0.10789142699330445,0.10789142699330445,0.11227450318554896
1,76.738465,30.69128,0.09767211400638387,0.09767211400638387,0.9853677212116684,0.09912250209117898,0.09767211400638387,0.09767211400638387,0.09912250209117898,0.09767211400638387,0.09767211400638387,0.09912250209117898,0.09767211400638387,0.09767211400638387,0.09912250209117898,0.0,0.09767211400638387,0.0
1,76.710537,30.716773,0.0884925020519195,0.0884925020519195,1.0,0.0884925020519195,0.0884925020519195,0.0884925020519195,0.0884925020519195,0.0884925020519195,0.0884925020519195,0.0884925020519195,0.0884925020519195,0.0884925020519195,0.0884925020519195,0.0884925020519195,0.0884925020519195,0.0884925020519195
1,76.739442,30.680772,0.06505159298527952,0.06505159298527952,0.8345760536382291,0.07794567397626052,0.06505159298527952,0.06505159298527952,0.07794567397626052,0.06505159298527952,0.06505159298527952,0.07794567397626052,0.06505159298527952,0.06505159298527952,0.07794567397626052,0.06505159298527952,0.06505159298527952,0.07794567397626052
1,76.724151,30.674408,0.07697990982879299,0.07697990982879299,1.0,0.07697990982879299,0.07697990982879299,0.07697990982879299,0.07697990982879299,0.07697990982879299,0.07697990982879299,0.07697990982879299,0.07697990982879299,0.07697990982879299,0.07697990982879299,0.07697990982879299,0.07697990982879299,0.07697990982879299
1,76.703663,30.693716,0.07455064367977082,0.07455064367977082,1.0,0.07455064367977082,0.07455064367977082,0.07455064367977082,0.07455064367977082,0.07455064367977082,0.07455064367977082,0.07455064367977082,0.07455064367977082,0.07455064367977082,0.07455064367977082,0.07455064367977082,0.07455064367977082,0.07455064367977082
1,76.700597,30.661634,0.07404465173409036,0.07404465173409036,1.0,0.07404465173409036,0.07404465173409036,0.07404465173409036,0.07404465173409036,0.07404465173409036,0.07404465173409036,0.07404465173409036,0.07404465173409036,0.07404465173409036,0.07404465173409036,0.07404465173409036,0.07404465173409036,0.07404465173409036
1,76.711345,30.704868,0.06355835028602363,0.06355835028602363,1.0,0.06355835028602363,0.06355835028602363,0.06355835028602363,0.06355835028602363,0.06355835028602363,0.06355835028602363,0.06355835028602363,0.06355835028602363,0.06355835028602363,0.06355835028602363,0.06355835028602363,0.06355835028602363,0.06355835028602363
1,76.68811,30.698177,0.05808361216819946,0.05808361216819946,1.0,0.05808361216819946,0.05808361216819946,0.05808361216819946,0.05808361216819946,0.05808361216819946,0.05808361216819946,0.05808361216819946,0.05808361216819946,0.05808361216819946,0.05808361216819946,0.05808361216819946,0.05808361216819946,0.05808361216819946
1,76.726498,30.678517,0.046450412719997725,0.046450412719997725,1.0,0.046450412719997725,0.046450412719997725,0.046450412719997725,0.046450412719997725,0.046450412719997725,0.046450412719997725,0.046450412719997725,0.046450412719997725,0.046450412719997725,0.046450412719997725,0.046450412719997725,0.046450412719997725,0.046450412719997725
1,76.737219,30.685932,0.045227288910538066,0.045227288910538066,1.0,0.045227288910538066,0.045227288910538066,0.045227288910538066,0.045227288910538066,0.045227288910538066,0.045227288910538066,0.045227288910538066,0.045227288910538066,0.045227288910538066,0.045227288910538066,0.045227288910538066,0.045227288910538066,0.045227288910538066
1,76.743765,30.680904,0.034388521115218396,0.034388521115218396,0.7941458568834994,0.043302525370050714,0.034388521115218396,0.034388521115218396,0.043302525370050714,0.034388521115218396,0.034388521115218396,0.043302525370050714,0.034388521115218396,0.034388521115218396,0.043302525370050714,0.034388521115218396,0.034388521115218396,0.043302525370050714
